FILINGMANAGER_NAME,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4
"Aigen Investment Management, LP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,361523.0,503721.0,0.0,0.0,1861331.0,0.0,0.0,1427624.0,1380399.0
"Alan B Lancz & Associates, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226890.0
Alberta Investment Management Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211250.0,1263192.0,659200.0,707404.0,948012.0,339422.0,0.0,0.0
Alight Capital Management LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12357.0,0.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aljian Capital Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559350.0,3395106.0
"All Season Financial Advisors, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,168308.0,0.0,0.0,0.0,0.0,0.0,0.0
"All Terrain Financial Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426780.0
AllSquare Wealth Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,113.0,67.0,59.0,6.0,2.0,1926.0,2535.0,4413.0,4800.0,5151.0,6903.0,7599.0,11160.0,22689.0
Allegheny Financial Group LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allegiance Financial Group Advisory Services LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214260.0
"Allen Capital Group, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287470.0
Allen Mooney & Barnes Investment Advisors LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159474.0,105348.0,96869.0,70074.0,92232.0,330407.0,422640.0,495372.0,571046.0,0.0,680909.0,869745.0
"Alliance Wealth Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774117.0
Allie Family Office LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,802.0,633461.0,833762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Allred Capital Management, LLC",0.0,0.0,0.0,699.0,713606.0,841.0,786.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230677.0,460057.0
Allworth Financial LP,0.0,0.0,0.0,18.0,34.0,51.0,99.0,69.0,72.0,51.0,78.0,47386.0,65953.0,100657.0,127536.0,152556.0,432542.0,648748.0,914761.0,2658466.0
"Almanack Investment Partners, LLC.",0.0,0.0,0.0,0.0,0.0,0.0,677.0,479.0,261.0,168.0,0.0,86542.0,0.0,0.0,0.0,0.0,0.0,0.0,368950.0,890619.0
"Alpha Cubed Investments, LLC",0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202304.0,393806.0,8688023.0,5543225.0
Alpha DNA Investment Management LLC,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863166.0
AlphaCrest Capital Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AlphaMark Advisors, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,21.0,148.0,12.0
AlphaQ Advisors LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210667.0,397905.0,395808.0,629881.0,856892.0,0.0,0.0,0.0
