ACCESSION_NUMBER,INFOTABLE_SK,NAMEOFISSUER,TITLEOFCLASS,CUSIP,FIGI,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,INVESTMENTDISCRETION,OTHERMANAGER,VOTING_AUTH_SOLE,VOTING_AUTH_SHARED,VOTING_AUTH_NONE,FILINGMANAGER_NAME,REPORTCALENDARORQUARTER,DATEREPORTED
0001085146-25-001273,111284959,APPLE INC,COM,037833100,,2638154,21598,SH,,SOLE,,0,0,21598,"NFP Retirement, Inc.",31-MAR-2021,
0001140361-25-000801,108718057,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,2441932,167600,SH,,SOLE,,450100,0,0,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0001140361-25-000801,108718058,APPLE INC,COM,037833100,,21104833,172778,SH,,SOLE,1,853,2300,169625,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0001140361-25-000801,108718059,APPLE INC,COM,037833100,,26677070,218396,SH,,SOLE,2,62189,0,156207,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0001140361-25-000801,108718060,APPLE INC,COM,037833100,,63690476,521412,SH,,SOLE,4,0,0,521412,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0001140361-25-000801,108718061,APPLE INC,COM,037833100,,434850,3560,SH,,SOLE,5,3560,0,0,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0001140361-25-000801,108718062,APPLE INC,COM,037833100,,484528008,3966664,SH,,SOLE,,4393277,0,0,NOMURA ASSET MANAGEMENT CO LTD,31-MAR-2021,
0000946431-24-000013,108442189,APPLE INC,COM,037833100,,1875781696,15356379,SH,,DFND,1,15356379,0,0,Swedbank AB,31-MAR-2021,
0000946431-24-000013,108442190,APPLE INC,COM,037833100,,2232169,18274,SH,,SOLE,0,18274,0,0,Swedbank AB,31-MAR-2021,
0000919574-25-001258,110896535,APPLE INC,COM,037833100,,1948192,7661,SH,,SOLE,,7661,0,0,"Ategra Capital Management, LLC",31-MAR-2020,
0001667731-25-000294,111810811,APPLE INC,COM,037833100,,15884045,62464,SH,,SOLE,,62464,0,0,Clare Market Investments LLC,31-MAR-2020,
0001085146-24-006055,108453734,APPLE INC,COM,037833100,,4319474,16986,SH,,SOLE,,0,0,16986,"Independent Solutions Wealth Management, LLC",31-MAR-2020,
0001214659-24-020370,108411698,APPLE INC,COM,037833100,,3591846,14125,SH,,SOLE,,0,0,14125,"Legacy Wealth Management, LLC / MS",31-MAR-2020,
0001085146-25-001269,110748226,APPLE INC,COM,037833100,,913072,3592,SH,,SOLE,,0,0,3592,"NFP Retirement, Inc.",31-MAR-2020,
0002047860-24-000006,108453608,Apple Computer Inc,COM,037833100,,210465,1108,SH,,SOLE,,0,0,1108,ARCADIA INVESTMENT ADVISORS LLC,31-MAR-2019,
0000919574-25-001243,110974275,APPLE INC,COM,037833100,,1271335,6693,SH,,SOLE,,6693,0,0,"Ategra Capital Management, LLC",31-MAR-2019,
0001667731-25-000290,111815012,APPLE INC,COM,037833100,,11442069,60239,SH,,SOLE,,60239,0,0,Clare Market Investments LLC,31-MAR-2019,
0000919574-25-000647,109319261,APPLE INC,COM,037833100,,379900,2000,SH,,SOLE,,2000,0,0,Silphium Asset Management Ltd,31-MAR-2019,
0002047860-24-000002,108449717,Apple Computer Inc,COM,037833100,,218953,1305,SH,,SOLE,,0,0,1305,ARCADIA INVESTMENT ADVISORS LLC,31-MAR-2018,
0000919574-25-000632,109441034,APPLE INC,COM,037833100,,302172,1801,SH,,SOLE,,1801,0,0,Silphium Asset Management Ltd,31-MAR-2018,
0001415889-25-001734,108883579,APPLE INC,COM,037833100,,12565586,50178,SH,,SOLE,,0,0,50178," CALDWELL SUTTER CAPITAL, INC.",31-DEC-2024,
0001415889-25-002092,109203777,APPLE INC,COM,037833100,,4864599,19425,SH,,SOLE,,19425,0,0," FOGEL CAPITAL MANAGEMENT, INC.",31-DEC-2024,
0001415889-25-003860,111254939,APPLE INC,Common,037833100,,4032154777,16101290,SH,,DFND,,14948851,0,1152438, NEUBERGER BERMAN GROUP LLC,31-DEC-2024,
0001415889-25-003860,111254940,APPLE INC,Common,037833100,,235765171,941479,SH,,SOLE,,761578,0,179901, NEUBERGER BERMAN GROUP LLC,31-DEC-2024,
0001415889-25-003860,111254942,APPLE HOSPITALITY REIT INC REIT,COMMON,03784Y200,,207025,13487,SH,,DFND,,12056,0,1431, NEUBERGER BERMAN GROUP LLC,31-DEC-2024,
0001415889-25-003860,111254943,APPLE HOSPITALITY REIT INC REIT,COMMON,03784Y200,,7752,505,SH,,SOLE,,505,0,0, NEUBERGER BERMAN GROUP LLC,31-DEC-2024,
0001415889-25-003420,110001594,APPLE COMPUTER INC,COM,037833100,BBG001S5N8V8,15889149,63450,SH,,SOLE,,63450,0,0," ONCE CAPITAL MANAGEMENT, LLC",31-DEC-2024,
0001214659-25-002647,111157772,APPLE INC,COM,037833100,,354472877,1454279,SH,,SOLE,,1454279,0,0,&PARTNERS,31-DEC-2024,
0001641761-25-000003,110342842,APPLE INC,COM,037833100,,8419301,33621,SH,,SOLE,,0,0,33621,1 NORTH WEALTH SERVICES LLC,31-DEC-2024,
0002056650-25-000001,111803919,APPLE INC,COMMON STOCK,037833100,,162806,650,SH,,SOLE,,0,0,650,10Elms LLP,31-DEC-2024,
0001580642-25-001029,111644205,APPLE INC,COM,037833100,,9719301,38812,SH,,SOLE,,38812,0,0,"1248 Management, LLC",31-DEC-2024,
0001907281-25-000001,110698283,APPLE INC COM,COM,037833100,,2439202,9740,SH,,SOLE,,9740,0,9740,"1620 INVESTMENT ADVISORS, INC.",31-DEC-2024,
0001727407-25-000001,109158151,APPLE INC,COM,037833100,,2172143,8674,SH,,SOLE,,0,0,8674,"17 CAPITAL PARTNERS, LLC",31-DEC-2024,
0001803140-25-000001,109921431,APPLE INCORPORATED,COM,037833100,,14215665,125680,SH,,SOLE,,0,0,125680,1776 Wealth LLC,31-DEC-2024,
0001085146-25-000154,108927765,APPLE INC,COM,037833100,BBG001S5N8V8,26758142,106853,SH,,SOLE,,65239,0,41614,"180 WEALTH ADVISORS, LLC",31-DEC-2024,
0001062993-25-002504,111696260,APPLE INC,COM,037833100,,1188303001,4745240,SH,,SOLE,,4745240,0,0,1832 Asset Management L.P.,31-DEC-2024,
0001172661-25-000290,108780345,APPLE INC,COM,037833100,,27617740,110286,SH,,SOLE,,0,0,110286,1834 INVESTMENT ADVISORS CO,31-DEC-2024,
0001951757-25-000131,109248440,APPLE INC,COM,037833100,,8036729,32093,SH,,SOLE,,0,0,32093,"1858 WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001791996-25-000001,109113726,APPLE INC,COM,037833100,,7800690,31150,SH,,SOLE,,0,0,31150,1900 WEALTH MANAGEMENT LLC,31-DEC-2024,
0000356264-25-000003,110293104,Apple Inc,COM,037833100,,2551529,10189,SH,,DFND,,0,0,10189,1ST SOURCE BANK,31-DEC-2024,
0000356264-25-000003,110293105,Apple Inc,COM,037833100,,38144976,152324,SH,,SOLE,,2886,0,149438,1ST SOURCE BANK,31-DEC-2024,
0001968777-25-000001,108889014,APPLE INC,COM,037833100,,3925399,15675,SH,,SOLE,,0,0,15675,25 LLC,31-DEC-2024,
0001085146-25-001373,111259562,APPLE INC,COM,037833100,BBG001S5N8V8,2619644,10461,SH,,SOLE,,0,0,10461,"360 Financial, Inc.",31-DEC-2024,
0001213900-25-013391,110973087,Apple Inc,Common Stock,037833100,,15006168,59924,SH,,SOLE,,0,0,59924,"3Chopt Investment Partners, LLC",31-DEC-2024,
0001831187-25-000001,109500474,APPLE INC,COM,037833100,,5819190,23238,SH,,SOLE,0,1348,0,21890,44 WEALTH MANAGEMENT LLC,31-DEC-2024,
0001104659-25-014408,111774482,APPLE INC,COM,037833100,,7315600,29213,SH,,SOLE,,0,0,29213,"49 WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001754960-25-000062,109130190,APPLE INC,COM,037833100,,4073287,16266,SH,,SOLE,,0,0,16266,4J Wealth Management LLC,31-DEC-2024,
0001941040-25-000166,111640601,APPLE INC,COM,037833100,,2855012,11401,SH,,SOLE,,0,0,11381,"4WEALTH ADVISORS, INC.",31-DEC-2024,
0001667731-25-000191,109341293,APPLE INC,COM,037833100,,1691088,6753,SH,,SOLE,,0,0,6753,"5T Wealth, LLC",31-DEC-2024,
0001437749-25-001952,109205909,APPLE INC,COM,037833100,,2954912,11800,SH,,SOLE,,0,0,11800,"5th Street Advisors, LLC",31-DEC-2024,
0001951757-25-000015,108955220,APPLE INC,COM,037833100,,12728644,50829,SH,,SOLE,,0,0,50829,"626 Financial, LLC",31-DEC-2024,
0001720350-25-000002,110990193,Apple Inc,COM,037833100,,53840300,215000,SH,,SOLE,,0,0,0,"7G CAPITAL MANAGEMENT, LLC",31-DEC-2024,
0001085146-25-000813,109503444,APPLE INC,COM,037833100,,1234070,4928,SH,,SOLE,,0,0,4928,"A&I FINANCIAL SERVICES, LLC",31-DEC-2024,
0001569102-25-000001,108606466,Apple Inc,COM,037833100,,2992,11950,SH,,SOLE,,1050,0,10900,"A. D. Beadell Investment Counsel, Inc.",31-DEC-2024,
0001667731-25-000094,109268196,APPLE INC,COM,037833100,,5020960,20050,SH,,SOLE,,0,0,20050,"AA Financial Advisors, LLC",31-DEC-2024,
0001085146-25-001740,111776027,APPLE INC,COM,037833100,BBG001S5N8V8,4829047,19284,SH,,SOLE,,0,0,19284,"AAF Wealth Management, LLC",31-DEC-2024,
0001376474-25-000067,109059351,APPLE INC,COM,037833100,,4066070,16237,SH,,SOLE,0,15874,0,363,AAFMAA Wealth Management & Trust LLC,31-DEC-2024,
0001376474-25-000067,109059352,APPLE INC,COM,037833100,,35560,142,SH,,OTR,0,142,0,0,AAFMAA Wealth Management & Trust LLC,31-DEC-2024,
0001977500-25-000001,111861122,APPLE INC,COM,037833100,,11221058,44809,SH,,SOLE,0,0,0,44809,"ABLE Financial Group, LLC",31-DEC-2024,
0002013713-25-000001,108651652,APPLE INC,COM,037833100,,25412480,101487,SH,,SOLE,,0,0,101487,"ABLES, IANNONE, MOORE & ASSOCIATES, INC.",31-DEC-2024,
0001667731-25-000122,109158038,APPLE INC,COM,037833100,,26011,103869,SH,,SOLE,,103869,0,0,ABNER HERRMAN & BROCK LLC,31-DEC-2024,
0001986152-25-000016,109533439,APPLE INC,Common Stock,037833100,,2552948,10194,SH,,SOLE,,0,0,10194,"ABOUND FINANCIAL, LLC",31-DEC-2024,
0001398344-25-001110,109128850,APPLE INC,COM,037833100,,23625513,94344,SH,,SOLE,,94344,0,0,"ABSHER WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001172661-25-000641,110290140,APPLE INC,COM,037833100,,580183,2300,SH,,SOLE,,0,0,2300,"ABSOLUTE CAPITAL MANAGEMENT, LLC",31-DEC-2024,
0001031972-25-000001,109842867,APPLE INC,com,037833100,,85895486,343006,SH,,SOLE,,343006,0,0,ACADEMY CAPITAL MANAGEMENT,31-DEC-2024,
0001135428-25-000010,110680737,APPLE INC,COM,037833100,,1430088,5710923,SH,,DFND,1,5710923,0,0,ACADIAN ASSET MANAGEMENT LLC,31-DEC-2024,
0001754960-25-000107,109695710,APPLE INC,COM,037833100,,9948820,42796,SH,,SOLE,,0,0,42796,"ACAS, LLC",31-DEC-2024,
0001085146-25-000271,108732877,APPLE INC,COM,037833100,BBG001S5N8V8,2366446,9450,SH,,SOLE,,0,0,9450,"ACCESS FINANCIAL SERVICES, INC.",31-DEC-2024,
0001085146-25-000996,110155897,APPLE INC,COM,037833100,,4134935,16512,SH,,SOLE,,0,0,16512,"ACCREDITED INVESTOR SERVICES, LLC",31-DEC-2024,
0001761961-25-000001,109560634,APPLE INC COM,Stock,037833100,,9320883,37221,SH,,SOLE,,0,0,37221,"ACIMA PRIVATE WEALTH, LLC",31-DEC-2024,
0001951757-25-000093,108797659,APPLE INC,COM,037833100,,4652092,18577,SH,,SOLE,,0,0,18577,ACORN CREEK CAPITAL LLC,31-DEC-2024,
0001667731-25-000262,111286193,APPLE INC,COM,037833100,,17640053,70442,SH,,SOLE,,70442,0,0,ACORN FINANCIAL ADVISORY SERVICES INC /ADV,31-DEC-2024,
0001842554-25-000001,108857282,APPLE INC,COM,037833100,,1995425,7968,SH,,SOLE,0,0,0,7968,"ACT Advisors, LLC.",31-DEC-2024,
0001754960-25-000040,108979180,APPLE INC,COM,037833100,,6939219,27710,SH,,SOLE,,0,0,27710,"ACT WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001754960-25-000058,109184513,APPLE INC,COM,037833100,,357099,1426,SH,,SOLE,,276,0,1150,"ACUTE INVESTMENT ADVISORY, LLC",31-DEC-2024,
0001172661-25-000948,110803980,APPLE INC,COM,037833100,,3485640805,13919179,SH,,SOLE,,13919179,0,0,"ADAGE CAPITAL PARTNERS GP, L.L.C.",31-DEC-2024,
0001104659-25-011305,110743289,Apple Inc.,COM,037833100,,213508092,852600,SH,,SOLE,,852600,0,0,"ADAMS DIVERSIFIED EQUITY FUND, INC.",31-DEC-2024,
0001951757-25-000120,109236420,APPLE INC,COM,037833100,,6880315,27475,SH,,SOLE,,0,0,27475,ADAMSBROWN WEALTH CONSULTANTS LLC,31-DEC-2024,
0001172661-25-000968,111229306,APPLE INC,COM,037833100,,25559000,100000,SH,Call,SOLE,,0,0,100000,ADAPT Investment Managers SA,31-DEC-2024,
0001172661-25-000968,111229307,APPLE INC,COM,037833100,,479077900,1874400,SH,Put,SOLE,,0,0,1874400,ADAPT Investment Managers SA,31-DEC-2024,
0001765380-25-000114,110806463,APPLE INC,COM,037833100,,1623067,6481,SH,,SOLE,0,0,0,6481,"ADAPT WEALTH ADVISORS, LLC",31-DEC-2024,
0001085146-25-000298,108967495,APPLE INC,COM,037833100,BBG001S5N8V8,3838569,15329,SH,,SOLE,,0,0,15329,"ADE, LLC",31-DEC-2024,
0001134152-25-000002,109373268,Apple Inc,Com,037833100,,98956468,395162,SH,,SOLE,,395162,0,0,ADELL HARRIMAN & CARPENTER INC,31-DEC-2024,
0002053824-25-000002,109533586,APPLE INC,COM,037833100,,1020462,4075,SH,,SOLE,,4075,0,0,"ADG Wealth Management Group, LLC",31-DEC-2024,
0001054257-25-000001,108942267,APPLE INC,INFORMATION TECHNOLOGY,037833100,,17124393,68383,SH,,SOLE,,66903,1400,80,ADIRONDACK TRUST CO,31-DEC-2024,
0001054257-25-000001,108942268,APPLE INC,INFORMATION TECHNOLOGY,037833100,,681141,2720,SH,,DFND,,2560,160,0,ADIRONDACK TRUST CO,31-DEC-2024,
0001054257-25-000001,108942269,APPLE HOSPITALTIY REIT INC  COMMON SHARES,REAL ESTATE,03784Y200,,2471,161,SH,,SOLE,,161,0,0,ADIRONDACK TRUST CO,31-DEC-2024,
0000842766-25-000001,108788280,APPLE INC,COM,037833100,,11880,47442,SH,,SOLE,,0,0,47442,ADVISORS MANAGEMENT GROUP INC /ADV,31-DEC-2024,
0001085146-25-001329,111176534,APPLE INC,COM,037833100,BBG001S5N8V8,1800520,7190,SH,,SOLE,,6810,0,380,ADVISORY RESEARCH INC,31-DEC-2024,
0001853401-25-000001,109063955,APPLE INC,COM,037833100,,12171356,48604,SH,,SOLE,0,0,0,48604,ADVOCATE GROUP LLC,31-DEC-2024,
0001697723-25-000001,110424268,APPLE INC,COM,037833100,,37892098,151314,SH,,OTR,0,0,0,151314,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424269,APPLE INC,COM,037833100,,197708137,789506,SH,,SOLE,0,0,0,789506,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424270,APPLE INC,COM,037833100,,2336627,9331,SH,,OTR,1,0,0,9331,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424271,APPLE INC,COM,037833100,,5670807,22645,SH,,OTR,10,0,0,22645,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424272,APPLE INC,COM,037833100,,4140010,16532,SH,,OTR,11,0,0,16532,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424273,APPLE INC,COM,037833100,,29792093,118969,SH,,OTR,12,0,0,118969,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424274,APPLE INC,COM,037833100,,19988536,79820,SH,,OTR,13,0,0,79820,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424275,APPLE INC,COM,037833100,,28028,112,SH,,OTR,14,0,0,112,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424276,APPLE INC,COM,037833100,,197853,790,SH,,OTR,15,0,0,790,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424277,APPLE INC,COM,037833100,,16822918,67179,SH,,OTR,16,0,0,67179,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424278,APPLE INC,COM,037833100,,3621589,14462,SH,,OTR,17,0,0,14462,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424279,APPLE INC,COM,037833100,,92155,368,SH,,OTR,18,0,0,368,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424280,APPLE INC,COM,037833100,,14554064,58119,SH,,OTR,2,0,0,58119,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424281,APPLE INC,COM,037833100,,1382228,5520,SH,,OTR,20,0,0,5520,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424282,APPLE INC,COM,037833100,,262440,1048,SH,,OTR,21,0,0,1048,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424283,APPLE INC,COM,037833100,,53771,215,SH,,OTR,22,0,0,215,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424284,APPLE INC,COM,037833100,,981162,3918,SH,,OTR,23,0,0,3918,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424285,APPLE INC,COM,037833100,,113402,453,SH,,OTR,24,0,0,453,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424286,APPLE INC,COM,037833100,,3023811,12075,SH,,OTR,25,0,0,12075,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424287,APPLE INC,COM,037833100,,5438084,21716,SH,,OTR,26,0,0,21716,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424288,APPLE INC,COM,037833100,,4042421,16143,SH,,OTR,27,0,0,16143,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424289,APPLE INC,COM,037833100,,685703,2738,SH,,OTR,28,0,0,2738,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424290,APPLE INC,COM,037833100,,175795,702,SH,,OTR,29,0,0,702,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424291,APPLE INC,COM,037833100,,1781388,7114,SH,,OTR,3,0,0,7114,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424292,APPLE INC,COM,037833100,,3626991,14484,SH,,OTR,30,0,0,14484,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424293,APPLE INC,COM,037833100,,28798,115,SH,,OTR,31,0,0,115,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424294,APPLE INC,COM,037833100,,25793,103,SH,,OTR,33,0,0,103,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424295,APPLE INC,COM,037833100,,956104,3818,SH,,OTR,34,0,0,3818,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424296,APPLE INC,COM,037833100,,8264,33,SH,,OTR,36,0,0,33,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424297,APPLE INC,COM,037833100,,4700137,18769,SH,,OTR,37,0,0,18769,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424298,APPLE INC,COM,037833100,,2283870,9120,SH,,OTR,38,0,0,9120,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424299,APPLE INC,COM,037833100,,5582876,22294,SH,,OTR,39,0,0,22294,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424300,APPLE INC,COM,037833100,,13283958,53047,SH,,OTR,4,0,0,53047,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424301,APPLE INC,COM,037833100,,1634708,6528,SH,,OTR,40,0,0,6528,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424302,APPLE INC,COM,037833100,,1829579,7306,SH,,OTR,41,0,0,7306,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424303,APPLE INC,COM,037833100,,2888713,11535,SH,,OTR,42,0,0,11535,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424304,APPLE INC,COM,037833100,,14211465,56751,SH,,OTR,43,0,0,56751,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424305,APPLE INC,COM,037833100,,830566,3317,SH,,OTR,44,0,0,3317,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424306,APPLE INC,COM,037833100,,499782,1996,SH,,OTR,45,0,0,1996,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424307,APPLE INC,COM,037833100,,2281076,9109,SH,,OTR,46,0,0,9109,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424308,APPLE INC,COM,037833100,,736832,2942,SH,,OTR,5,0,0,2942,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424309,APPLE INC,COM,037833100,,34057,136,SH,,OTR,8,0,0,136,AE Wealth Management LLC,31-DEC-2024,
0001697723-25-000001,110424310,APPLE INC,COM,037833100,,2326652,9291,SH,,OTR,9,0,0,9291,AE Wealth Management LLC,31-DEC-2024,
0001539994-25-000003,108949819,APPLE INC,COMMON STOCK USD,037833100,,485937,1940721,SH,,SOLE,,1915649,0,25072,AEGON ASSET MANAGEMENT UK Plc,31-DEC-2024,
0001085146-25-001094,110342951,APPLE INC,COM,037833100,BBG001S5N8V8,449145,1794,SH,,SOLE,,0,0,1794,"AF Advisors, Inc.",31-DEC-2024,
0001941040-25-000119,110302324,APPLE INC,COM,037833100,,4043031,16145,SH,,SOLE,,14421,0,1724,"AFFINITY INVESTMENT ADVISORS, LLC",31-DEC-2024,
0001951757-25-000076,109054561,APPLE INC,COM,037833100,,6718804,26830,SH,,SOLE,,0,0,26830,AFFINITY WEALTH MANAGEMENT LLC,31-DEC-2024,
0001951757-25-000055,108785004,APPLE INC,COM,037833100,,1391064,5848,SH,,SOLE,,0,0,5848,AFG FIDUCIARY SERVICES LIMITED PARTNERSHIP,31-DEC-2024,
0001512073-25-000001,109416820,APPLE INC,COM,037833100,,9888626,39488,SH,,SOLE,,39488,0,0,"AFT, FORSYTH & COMPANY, INC.",31-DEC-2024,
0000945621-25-000131,110039095,Apple Inc Common,COM,037833100,,12766161,50979,SH,,SOLE,4,50979,0,0,AGF MANAGEMENT LTD,31-DEC-2024,
0000945621-25-000131,110039096,Apple Inc.,COM,037833100,,5310657,21207,SH,,SOLE,3,21207,0,0,AGF MANAGEMENT LTD,31-DEC-2024,
0000945621-25-000131,110039256,Apple Inc.,COM,037833100,,7000742,27956,SH,,SOLE,6,27956,0,0,AGF MANAGEMENT LTD,31-DEC-2024,
0000945621-25-000131,110039257,Apple Inc.,COM,037833100,,29367254,117272,SH,,SOLE,3,117272,0,0,AGF MANAGEMENT LTD,31-DEC-2024,
0000945621-25-000131,110039258,Apple Inc.,COM,037833100,,103890493,414865,SH,,SOLE,1,414865,0,0,AGF MANAGEMENT LTD,31-DEC-2024,
0001951757-25-000256,111000313,APPLE INC,COM,037833100,,3718532,14849,SH,,SOLE,,0,0,14849,"AGP FRANKLIN, LLC",31-DEC-2024,
0001172661-25-000208,109040358,APPLE INC,COM,037833100,,7612890,30400,SH,,SOLE,,0,0,30400,"AHL INVESTMENT MANAGEMENT, INC.",31-DEC-2024,
0001104659-25-012085,110359745,APPLE INC,COM,037833100,,47046906,187872,SH,,DFND,3,187872,0,0,AIA Group Ltd,31-DEC-2024,
0001104659-25-012085,110359746,APPLE INC,COM,037833100,,1964545,7845,SH,,DFND,,7845,0,0,AIA Group Ltd,31-DEC-2024,
0001988547-25-000001,109326679,APPLE INC COM,Stock,037833100,,598067,2388,SH,,SOLE,,2388,0,0,AIFG Consultants Ltd.,31-DEC-2024,
0001630365-25-000002,109543651,APPLE INC,COM,037833100,,21622290,86344,SH,,SOLE,,0,0,86344,"AIMZ Investment Advisors, LLC",31-DEC-2024,
0001908177-25-000001,110623690,APPLE INC,COM,037833100,,45842162,183061,SH,,SOLE,,183061,0,0,"AIRE ADVISORS, LLC",31-DEC-2024,
0001085146-25-000446,109242743,APPLE INC,COM,037833100,BBG001S5N8V8,1138633,4547,SH,,SOLE,,0,0,4547,"AJ Advisors, LLC",31-DEC-2024,
0001169318-25-000001,108784324,Apple Inc.,COM,037833100,,1280898,5115,SH,,SOLE,,0,0,5115,ALBERT D MASON INC,31-DEC-2024,
0001054677-25-000002,108912733,APPLE INC,COM,037833100,,87941191,351175,SH,,SOLE,Albion Financial Group,0,0,351175,ALBION FINANCIAL GROUP /UT,31-DEC-2024,
0000919458-25-000001,110342985,APPLE COMPUTER,COM,037833100,,53356811,213069,SH,,SOLE,,213069,0,0,ALERUS FINANCIAL NA,31-DEC-2024,
0002024333-25-000001,109230526,APPLE INC,COM,037833100,,26789403,106978,SH,,SOLE,,3138,0,103840,"ALEXANDER LABRUNERIE & CO., INC.",31-DEC-2024,
0002024333-25-000001,109230527,APPLE INC,COM,037833100,,400672,1600,SH,,OTR,,0,0,1600,"ALEXANDER LABRUNERIE & CO., INC.",31-DEC-2024,
0001275218-25-000001,111447190,APPLE INC,COM,037833100,,34932,139493,SH,,SOLE,0,139493,0,0,ALGERT GLOBAL LLC,31-DEC-2024,
0000919574-25-001214,110892922,APPLE INC,COM,037833100,,14180533,56627,SH,,SOLE,,56627,0,0,ALKEON CAPITAL MANAGEMENT LLC,31-DEC-2024,
0001172661-25-000716,110727184,APPLE INC,COM,037833100,,2747859,10973,SH,,SOLE,,0,0,10973,"ALLEN WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001532155-25-000050,110438648,APPLE INC,COM,037833100,,6655253574,26576366,SH,,DFND,1,24567318,0,2009048,ALLIANCEBERNSTEIN L.P.,31-DEC-2024,
0001532155-25-000050,110438649,APPLE INC,COM,037833100,,626050,2500,SH,,DFND,1,0,0,0,ALLIANCEBERNSTEIN L.P.,31-DEC-2024,
0001532155-25-000050,110438651,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,13479940,878172,SH,,DFND,1,866472,0,11700,ALLIANCEBERNSTEIN L.P.,31-DEC-2024,
0001140361-25-003977,110560114,APPLE HOSPITALITY REIT ORD,Equity,03784Y200,,489143,31866,SH,,SOLE,11,31866,0,0,ALLSTATE CORP,31-DEC-2024,
0001140361-25-003977,110560358,APPLE ORD,Equity,037833100,,113061875,451489,SH,,SOLE,12,451489,0,0,ALLSTATE CORP,31-DEC-2024,
0001140361-25-003977,110560359,APPLE HOSPITALITY REIT ORD,Equity,03784Y200,,523650,34114,SH,,SOLE,12,34114,0,0,ALLSTATE CORP,31-DEC-2024,
0001861163-25-000001,108972752,APPLE INC,Stock,037833100,,217865,1050,SH,,SOLE,,1050,0,0,"ALM First Financial Advisors, LLC",31-DEC-2024,
0001226886-25-000002,110002914,APPLE INC,COM,037833100,,19330170,77191,SH,,SOLE,0,57300,0,19891,"ALPINE WOODS CAPITAL INVESTORS, LLC",31-DEC-2024,
0001398344-25-002624,110592415,APPLE INC,COM,037833100,,47629634,190199,SH,,DFND,,190199,0,0,ALPS ADVISORS INC,31-DEC-2024,
